neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Williamsburg,129.0,5.0,1.0,0.24,1.0,14.0,0,1,0,0,0,1,0,0
Williamsburg,200.0,2.0,8.0,2.67,1.0,2.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,76.0,1.0,7.0,1.72,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,125.0,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Murray Hill,231.0,2.0,5.0,1.32,327.0,82.0,0,0,1,0,0,1,0,0
West Village,300.0,2.0,7.0,2.44,1.0,104.0,0,0,1,0,0,1,0,0
Williamsbridge,140.0,2.0,3.0,0.97,1.0,365.0,1,0,0,0,0,0,1,0
Murray Hill,165.0,29.0,0.0,0.0,327.0,341.0,0,0,1,0,0,1,0,0
Arverne,300.0,2.0,1.0,1.0,1.0,2.0,0,0,0,1,0,1,0,0
Harlem,63.0,3.0,1.0,1.0,1.0,188.0,0,0,1,0,0,0,1,0
Kew Gardens Hills,65.0,13.0,1.0,0.67,1.0,0.0,0,0,0,1,0,1,0,0
Chelsea,290.0,2.0,14.0,3.96,1.0,149.0,0,0,1,0,0,1,0,0
Greenpoint,59.0,7.0,1.0,0.28,1.0,64.0,0,1,0,0,0,0,1,0
East Village,55.0,30.0,0.0,0.0,8.0,310.0,0,0,1,0,0,0,1,0
Sunset Park,40.0,1.0,5.0,1.35,1.0,89.0,0,1,0,0,0,0,1,0
Woodlawn,80.0,2.0,7.0,1.84,1.0,70.0,1,0,0,0,0,0,1,0
Flushing,450.0,4.0,0.0,0.0,1.0,365.0,0,0,0,1,0,1,0,0
Astoria,35.0,1.0,11.0,2.66,1.0,11.0,0,0,0,1,0,0,0,1
Astoria,69.0,4.0,0.0,0.0,1.0,2.0,0,0,0,1,0,1,0,0
Bushwick,80.0,4.0,0.0,0.0,1.0,263.0,0,1,0,0,0,0,1,0
Hell's Kitchen,250.0,3.0,1.0,0.24,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,225.0,2.0,4.0,1.24,1.0,1.0,0,0,1,0,0,1,0,0
Cypress Hills,135.0,2.0,20.0,5.56,1.0,297.0,0,1,0,0,0,1,0,0
West Village,168.0,30.0,4.0,1.85,1.0,47.0,0,0,1,0,0,1,0,0
East Village,250.0,2.0,12.0,3.16,1.0,32.0,0,0,1,0,0,1,0,0
Wakefield,50.0,2.0,14.0,3.59,2.0,132.0,1,0,0,0,0,0,1,0
Lower East Side,125.0,3.0,14.0,3.96,1.0,36.0,0,0,1,0,0,0,1,0
Wakefield,50.0,2.0,20.0,4.96,2.0,117.0,1,0,0,0,0,0,1,0
Bedford-Stuyvesant,70.0,1.0,18.0,4.7,1.0,142.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,110.0,7.0,8.0,2.16,2.0,243.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,180.0,2.0,11.0,3.37,1.0,280.0,0,1,0,0,0,1,0,0
Greenwich Village,300.0,1.0,8.0,2.96,1.0,192.0,0,0,1,0,0,1,0,0
Hell's Kitchen,489.0,3.0,10.0,2.68,1.0,81.0,0,0,1,0,0,1,0,0
Battery Park City,69.0,2.0,3.0,0.93,1.0,2.0,0,0,1,0,0,0,1,0
Kips Bay,53.0,2.0,2.0,0.59,3.0,297.0,0,0,1,0,0,0,0,1
Flatiron District,99.0,1.0,2.0,1.13,1.0,13.0,0,0,1,0,0,0,1,0
Kips Bay,115.0,1.0,19.0,6.63,3.0,37.0,0,0,1,0,0,0,1,0
Hell's Kitchen,150.0,2.0,0.0,0.0,1.0,88.0,0,0,1,0,0,0,1,0
Kips Bay,69.0,1.0,24.0,6.43,3.0,35.0,0,0,1,0,0,0,1,0
Hell's Kitchen,99.0,7.0,4.0,1.69,47.0,318.0,0,0,1,0,0,0,1,0
Williamsburg,42.0,3.0,3.0,1.3,2.0,5.0,0,1,0,0,0,0,1,0
Murray Hill,220.0,30.0,6.0,1.94,1.0,135.0,0,0,1,0,0,1,0,0
Williamsburg,65.0,2.0,13.0,3.25,4.0,25.0,0,1,0,0,0,0,1,0
Fort Greene,105.0,1.0,12.0,3.87,1.0,0.0,0,1,0,0,0,0,1,0
Long Island City,79.0,2.0,15.0,3.95,2.0,37.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,60.0,3.0,3.0,0.82,2.0,197.0,0,1,0,0,0,0,1,0
Midtown,488.0,2.0,0.0,0.0,1.0,65.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,95.0,2.0,5.0,2.5,3.0,0.0,0,1,0,0,0,1,0,0
East Elmhurst,45.0,2.0,11.0,3.67,2.0,294.0,0,0,0,1,0,0,1,0
Gowanus,139.0,2.0,19.0,4.96,2.0,209.0,0,1,0,0,0,1,0,0
Kensington,56.0,1.0,7.0,1.86,1.0,0.0,0,1,0,0,0,0,1,0
Stuyvesant Town,55.0,1.0,4.0,0.97,1.0,1.0,0,0,1,0,0,0,1,0
Williamsburg,68.0,1.0,7.0,2.23,1.0,0.0,0,1,0,0,0,0,1,0
Financial District,221.0,2.0,10.0,2.78,327.0,354.0,0,0,1,0,0,1,0,0
Flatlands,40.0,1.0,1.0,0.83,2.0,37.0,0,1,0,0,0,0,1,0
Flushing,189.0,3.0,10.0,2.68,1.0,51.0,0,0,0,1,0,1,0,0
Flatlands,40.0,1.0,16.0,5.05,2.0,151.0,0,1,0,0,0,0,1,0
Upper East Side,250.0,2.0,1.0,0.38,1.0,0.0,0,0,1,0,0,1,0,0
Flushing,135.0,3.0,12.0,3.13,2.0,178.0,0,0,0,1,0,1,0,0
East Elmhurst,55.0,3.0,2.0,2.0,2.0,37.0,0,0,0,1,0,0,1,0
Hell's Kitchen,169.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
East Village,100.0,3.0,26.0,7.88,3.0,220.0,0,0,1,0,0,0,1,0
Theater District,324.0,1.0,13.0,5.42,7.0,331.0,0,0,1,0,0,0,1,0
Jamaica,90.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
Fresh Meadows,95.0,3.0,17.0,4.51,1.0,329.0,0,0,0,1,0,1,0,0
East Harlem,75.0,2.0,3.0,0.89,1.0,0.0,0,0,1,0,0,0,1,0
Ditmars Steinway,140.0,2.0,1.0,0.47,1.0,3.0,0,0,0,1,0,1,0,0
Bedford-Stuyvesant,90.0,1.0,14.0,3.59,5.0,63.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,90.0,1.0,14.0,3.39,5.0,55.0,0,1,0,0,0,1,0,0
Williamsburg,223.0,2.0,17.0,4.47,1.0,310.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,150.0,1.0,4.0,1.26,2.0,267.0,0,1,0,0,0,0,1,0
Washington Heights,45.0,2.0,1.0,0.34,1.0,35.0,0,0,1,0,0,0,1,0
Hell's Kitchen,260.0,2.0,14.0,4.24,1.0,212.0,0,0,1,0,0,1,0,0
Bay Ridge,53.0,1.0,22.0,5.32,1.0,83.0,0,1,0,0,0,0,1,0
Upper West Side,97.0,15.0,0.0,0.0,12.0,179.0,0,0,1,0,0,0,1,0
Astoria,140.0,2.0,16.0,4.21,2.0,79.0,0,0,0,1,0,1,0,0
West Village,321.0,30.0,0.0,0.0,232.0,310.0,0,0,1,0,0,1,0,0
Fort Greene,25.0,2.0,8.0,1.95,5.0,32.0,0,1,0,0,0,0,0,1
Bedford-Stuyvesant,104.0,1.0,15.0,3.66,5.0,48.0,0,1,0,0,0,1,0,0
Hell's Kitchen,95.0,1.0,14.0,3.5,1.0,7.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,90.0,1.0,10.0,2.42,5.0,50.0,0,1,0,0,0,1,0,0
Hell's Kitchen,150.0,3.0,7.0,1.98,1.0,0.0,0,0,1,0,0,1,0,0
Bushwick,50.0,5.0,18.0,7.01,1.0,12.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,300.0,5.0,1.0,0.42,1.0,4.0,0,1,0,0,0,1,0,0
Mott Haven,80.0,5.0,0.0,0.0,1.0,179.0,1,0,0,0,0,0,1,0
Midtown,375.0,1.0,2.0,1.13,11.0,179.0,0,0,1,0,0,0,1,0
Kips Bay,40.0,30.0,0.0,0.0,1.0,83.0,0,0,1,0,0,0,1,0
Upper West Side,325.0,7.0,8.0,2.53,1.0,176.0,0,0,1,0,0,1,0,0
Upper West Side,175.0,5.0,7.0,2.44,1.0,19.0,0,0,1,0,0,1,0,0
Jamaica,33.0,1.0,3.0,0.74,2.0,189.0,0,0,0,1,0,0,1,0
Jamaica,170.0,3.0,8.0,2.79,2.0,336.0,0,0,0,1,0,1,0,0
Prospect-Lefferts Gardens,130.0,30.0,0.0,0.0,1.0,129.0,0,1,0,0,0,1,0,0
Chinatown,200.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Murray Hill,212.0,29.0,0.0,0.0,327.0,330.0,0,0,1,0,0,1,0,0
Fort Greene,38.0,2.0,3.0,0.81,5.0,31.0,0,1,0,0,0,0,0,1
Hell's Kitchen,110.0,1.0,14.0,3.65,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,42.0,5.0,3.0,0.76,3.0,23.0,0,1,0,0,0,0,1,0
West Village,197.0,2.0,3.0,3.0,1.0,2.0,0,0,1,0,0,1,0,0
Williamsburg,160.0,2.0,1.0,0.41,1.0,350.0,0,1,0,0,0,1,0,0
Carroll Gardens,80.0,2.0,20.0,5.5,2.0,154.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,48.0,1.0,20.0,5.04,2.0,242.0,0,1,0,0,0,0,1,0
Astoria,100.0,4.0,0.0,0.0,1.0,114.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,125.0,1.0,0.0,0.0,1.0,116.0,0,1,0,0,0,1,0,0
Hell's Kitchen,200.0,2.0,8.0,2.4,1.0,0.0,0,0,1,0,0,0,1,0
Long Island City,130.0,3.0,1.0,0.5,7.0,24.0,0,0,0,1,0,1,0,0
Williamsburg,400.0,2.0,10.0,2.63,2.0,351.0,0,1,0,0,0,1,0,0
Upper East Side,90.0,3.0,1.0,0.25,1.0,8.0,0,0,1,0,0,0,1,0
Borough Park,50.0,3.0,1.0,0.25,1.0,177.0,0,1,0,0,0,0,0,1
Bedford-Stuyvesant,45.0,1.0,5.0,1.28,1.0,37.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,55.0,1.0,7.0,2.56,1.0,0.0,0,1,0,0,0,0,1,0
Chelsea,180.0,7.0,3.0,2.31,1.0,0.0,0,0,1,0,0,1,0,0
Crown Heights,239.0,1.0,1.0,0.58,1.0,364.0,0,1,0,0,0,0,1,0
Cypress Hills,50.0,7.0,1.0,0.52,2.0,365.0,0,1,0,0,0,0,1,0
Ditmars Steinway,50.0,3.0,13.0,3.71,2.0,220.0,0,0,0,1,0,0,1,0
East Flatbush,149.0,3.0,1.0,1.0,1.0,170.0,0,1,0,0,0,1,0,0
Bushwick,33.0,2.0,3.0,0.75,1.0,188.0,0,1,0,0,0,0,1,0
St. George,100.0,1.0,1.0,1.0,2.0,365.0,0,0,0,0,1,0,1,0
Midtown,177.0,29.0,0.0,0.0,327.0,354.0,0,0,1,0,0,1,0,0
Harlem,64.0,2.0,15.0,3.78,2.0,48.0,0,0,1,0,0,0,1,0
Astoria,30.0,1.0,7.0,4.12,1.0,320.0,0,0,0,1,0,0,0,1
East Flatbush,35.0,1.0,31.0,8.02,3.0,66.0,0,1,0,0,0,0,1,0
East Village,68.0,1.0,31.0,7.69,4.0,94.0,0,0,1,0,0,0,1,0
Kips Bay,44.0,2.0,3.0,0.79,3.0,324.0,0,0,1,0,0,0,0,1
Bedford-Stuyvesant,60.0,2.0,1.0,0.54,2.0,189.0,0,1,0,0,0,0,1,0
Theater District,177.0,29.0,1.0,1.0,327.0,343.0,0,0,1,0,0,1,0,0
Greenpoint,50.0,1.0,8.0,2.47,6.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,300.0,2.0,0.0,0.0,1.0,95.0,0,1,0,0,0,1,0,0
Financial District,300.0,3.0,0.0,0.0,2.0,365.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,400.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Kips Bay,219.0,1.0,18.0,4.46,1.0,292.0,0,0,1,0,0,1,0,0
Bushwick,80.0,30.0,2.0,0.5,26.0,317.0,0,1,0,0,0,1,0,0
Queens Village,70.0,1.0,4.0,1.6,1.0,88.0,0,0,0,1,0,0,1,0
Morrisania,77.0,1.0,0.0,0.0,4.0,90.0,1,0,0,0,0,0,0,1
Morrisania,80.0,1.0,0.0,0.0,4.0,365.0,1,0,0,0,0,0,1,0
Bushwick,50.0,3.0,1.0,0.88,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,60.0,3.0,4.0,2.22,2.0,316.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,47.0,30.0,0.0,0.0,5.0,317.0,0,1,0,0,0,0,1,0
Concourse,50.0,1.0,7.0,1.84,1.0,265.0,1,0,0,0,0,0,1,0
Bushwick,95.0,1.0,6.0,1.58,1.0,0.0,0,1,0,0,0,0,1,0
Jackson Heights,260.0,2.0,14.0,5.0,1.0,32.0,0,0,0,1,0,1,0,0
Prospect-Lefferts Gardens,159.0,3.0,16.0,5.78,1.0,10.0,0,1,0,0,0,1,0,0
Tompkinsville,55.0,3.0,3.0,1.11,3.0,61.0,0,0,0,0,1,0,1,0
Hell's Kitchen,120.0,4.0,8.0,3.0,2.0,275.0,0,0,1,0,0,0,1,0
Bay Ridge,135.0,1.0,14.0,3.59,1.0,271.0,0,1,0,0,0,1,0,0
Theater District,325.0,2.0,16.0,4.57,4.0,304.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,190.0,2.0,5.0,2.94,1.0,86.0,0,1,0,0,0,1,0,0
Harlem,52.0,30.0,1.0,1.0,2.0,365.0,0,0,1,0,0,0,1,0
Bushwick,60.0,1.0,12.0,3.64,1.0,9.0,0,1,0,0,0,0,1,0
Upper East Side,199.0,1.0,1.0,0.26,1.0,5.0,0,0,1,0,0,1,0,0
Williamsburg,200.0,180.0,0.0,0.0,1.0,365.0,0,1,0,0,0,1,0,0
Cypress Hills,60.0,1.0,1.0,0.57,1.0,89.0,0,1,0,0,0,0,1,0
Port Richmond,52.0,1.0,3.0,0.93,3.0,365.0,0,0,0,0,1,0,1,0
Kew Gardens,45.0,2.0,16.0,4.1,2.0,6.0,0,0,0,1,0,0,1,0
Bushwick,49.0,1.0,18.0,4.74,2.0,158.0,0,1,0,0,0,0,1,0
Bushwick,55.0,1.0,16.0,4.36,2.0,169.0,0,1,0,0,0,0,1,0
Kew Gardens,35.0,2.0,2.0,2.0,2.0,34.0,0,0,0,1,0,0,0,1
Bushwick,60.0,2.0,4.0,1.0,1.0,61.0,0,1,0,0,0,0,1,0
Harlem,65.0,2.0,6.0,2.07,1.0,72.0,0,0,1,0,0,0,1,0
Bushwick,33.0,30.0,0.0,0.0,2.0,54.0,0,1,0,0,0,0,1,0
Unionport,100.0,2.0,16.0,4.32,2.0,161.0,1,0,0,0,0,1,0,0
Washington Heights,45.0,1.0,23.0,5.95,3.0,217.0,0,0,1,0,0,0,1,0
Sunset Park,95.0,2.0,0.0,0.0,1.0,137.0,0,1,0,0,0,0,1,0
Upper West Side,175.0,2.0,0.0,0.0,1.0,66.0,0,0,1,0,0,0,1,0
Hell's Kitchen,446.0,30.0,0.0,0.0,232.0,325.0,0,0,1,0,0,1,0,0
Hell's Kitchen,140.0,3.0,3.0,1.67,3.0,45.0,0,0,1,0,0,0,1,0
Port Morris,110.0,14.0,0.0,0.0,1.0,88.0,1,0,0,0,0,1,0,0
Springfield Gardens,65.0,1.0,28.0,7.85,2.0,340.0,0,0,0,1,0,0,1,0
Sheepshead Bay,150.0,21.0,0.0,0.0,1.0,81.0,0,1,0,0,0,1,0,0
Upper East Side,99.0,30.0,0.0,0.0,5.0,332.0,0,0,1,0,0,1,0,0
Ditmars Steinway,55.0,2.0,8.0,2.26,2.0,110.0,0,0,0,1,0,0,1,0
East Village,128.0,4.0,2.0,2.0,1.0,16.0,0,0,1,0,0,1,0,0
Gravesend,28.0,10.0,0.0,0.0,12.0,0.0,0,1,0,0,0,0,0,1
East Harlem,180.0,1.0,4.0,1.54,1.0,32.0,0,0,1,0,0,1,0,0
South Ozone Park,115.0,1.0,23.0,5.95,1.0,66.0,0,0,0,1,0,1,0,0
East Village,133.0,30.0,0.0,0.0,4.0,151.0,0,0,1,0,0,1,0,0
Bushwick,65.0,2.0,1.0,0.28,1.0,88.0,0,1,0,0,0,0,1,0
Clinton Hill,115.0,2.0,4.0,1.29,1.0,46.0,0,1,0,0,0,1,0,0
Bushwick,150.0,2.0,7.0,3.62,1.0,342.0,0,1,0,0,0,1,0,0
Unionport,100.0,2.0,18.0,4.78,2.0,145.0,1,0,0,0,0,1,0,0
Jamaica,122.0,2.0,3.0,3.0,1.0,81.0,0,0,0,1,0,1,0,0
Hunts Point,35.0,21.0,0.0,0.0,4.0,341.0,1,0,0,0,0,0,1,0
Jackson Heights,39.0,2.0,22.0,5.64,6.0,58.0,0,0,0,1,0,0,1,0
Bushwick,35.0,20.0,1.0,1.0,1.0,24.0,0,1,0,0,0,0,1,0
Williamsburg,59.0,4.0,5.0,1.24,1.0,0.0,0,1,0,0,0,0,1,0
Elmhurst,30.0,1.0,15.0,4.84,2.0,135.0,0,0,0,1,0,0,1,0
Gravesend,25.0,10.0,0.0,0.0,12.0,0.0,0,1,0,0,0,0,0,1
Crown Heights,60.0,30.0,0.0,0.0,1.0,126.0,0,1,0,0,0,0,1,0
Lower East Side,175.0,1.0,22.0,5.5,1.0,64.0,0,0,1,0,0,1,0,0
Harlem,325.0,1.0,16.0,4.21,1.0,346.0,0,0,1,0,0,1,0,0
Ditmars Steinway,115.0,1.0,7.0,2.26,2.0,304.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,120.0,4.0,8.0,2.29,1.0,126.0,0,1,0,0,0,1,0,0
Kips Bay,55.0,4.0,0.0,0.0,1.0,8.0,0,0,1,0,0,1,0,0
Stapleton,100.0,7.0,0.0,0.0,1.0,16.0,0,0,0,0,1,1,0,0
Glendale,50.0,1.0,0.0,0.0,1.0,177.0,0,0,0,1,0,0,1,0
Glendale,131.0,3.0,11.0,2.87,1.0,319.0,0,0,0,1,0,1,0,0
Kew Gardens Hills,50.0,7.0,0.0,0.0,2.0,0.0,0,0,0,1,0,0,1,0
Upper West Side,100.0,2.0,4.0,1.29,1.0,0.0,0,0,1,0,0,0,1,0
Rockaway Beach,66.0,7.0,2.0,0.85,1.0,0.0,0,0,0,1,0,1,0,0
Gramercy,190.0,7.0,10.0,2.7,1.0,24.0,0,0,1,0,0,1,0,0
Upper West Side,370.0,30.0,0.0,0.0,1.0,352.0,0,0,1,0,0,1,0,0
Upper West Side,220.0,30.0,1.0,0.75,1.0,189.0,0,0,1,0,0,1,0,0
Upper East Side,165.0,1.0,12.0,3.03,1.0,75.0,0,0,1,0,0,1,0,0
Crown Heights,99.0,1.0,10.0,2.75,1.0,47.0,0,1,0,0,0,0,1,0
East Village,65.0,4.0,6.0,2.07,1.0,35.0,0,0,1,0,0,0,0,1
Greenpoint,70.0,1.0,15.0,4.09,6.0,0.0,0,1,0,0,0,1,0,0
Greenpoint,120.0,5.0,0.0,0.0,1.0,160.0,0,1,0,0,0,1,0,0
Two Bridges,145.0,3.0,19.0,5.43,1.0,42.0,0,0,1,0,0,0,1,0
Harlem,90.0,1.0,23.0,6.0,2.0,254.0,0,0,1,0,0,0,1,0
Crown Heights,100.0,3.0,6.0,2.17,4.0,246.0,0,1,0,0,0,1,0,0
East Harlem,90.0,1.0,18.0,5.74,2.0,238.0,0,0,1,0,0,0,1,0
Hell's Kitchen,65.0,1.0,14.0,3.68,8.0,206.0,0,0,1,0,0,0,0,1
East Flatbush,175.0,2.0,6.0,2.14,3.0,61.0,0,1,0,0,0,0,1,0
West Village,170.0,2.0,6.0,1.94,1.0,3.0,0,0,1,0,0,1,0,0
Bushwick,35.0,30.0,0.0,0.0,14.0,341.0,0,1,0,0,0,0,0,1
Bushwick,45.0,30.0,0.0,0.0,14.0,364.0,0,1,0,0,0,0,0,1
Bushwick,64.0,30.0,0.0,0.0,14.0,338.0,0,1,0,0,0,0,1,0
Bushwick,80.0,30.0,0.0,0.0,14.0,342.0,0,1,0,0,0,0,1,0
East Flatbush,90.0,3.0,3.0,2.05,3.0,0.0,0,1,0,0,0,0,1,0
SoHo,105.0,1.0,18.0,5.57,3.0,91.0,0,0,1,0,0,0,1,0
SoHo,230.0,1.0,2.0,0.67,3.0,53.0,0,0,1,0,0,0,1,0
Washington Heights,65.0,3.0,0.0,0.0,1.0,87.0,0,0,1,0,0,0,1,0
Hunts Point,60.0,3.0,2.0,0.68,4.0,335.0,1,0,0,0,0,0,1,0
Greenpoint,170.0,3.0,4.0,1.3,1.0,157.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,65.0,3.0,1.0,0.63,1.0,119.0,0,1,0,0,0,0,1,0
Brighton Beach,55.0,1.0,5.0,1.29,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,95.0,2.0,14.0,4.2,1.0,275.0,0,1,0,0,0,1,0,0
Fordham,107.0,1.0,22.0,6.8,1.0,339.0,1,0,0,0,0,1,0,0
Chelsea,209.0,29.0,0.0,0.0,327.0,326.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,35.0,7.0,1.0,0.37,1.0,344.0,0,1,0,0,0,0,0,1
Chinatown,199.0,3.0,7.0,1.88,1.0,49.0,0,0,1,0,0,1,0,0
Upper West Side,112.0,30.0,0.0,0.0,1.0,52.0,0,0,1,0,0,1,0,0
Chinatown,200.0,5.0,4.0,1.09,1.0,72.0,0,0,1,0,0,1,0,0
Harlem,50.0,2.0,13.0,3.42,1.0,65.0,0,0,1,0,0,0,1,0
Sheepshead Bay,25.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1
Hell's Kitchen,299.0,1.0,13.0,5.91,4.0,0.0,0,0,1,0,0,1,0,0
Nolita,100.0,1.0,14.0,5.25,1.0,30.0,0,0,1,0,0,0,1,0
Upper East Side,185.0,3.0,1.0,0.59,9.0,92.0,0,0,1,0,0,1,0,0
Woodside,50.0,7.0,4.0,2.07,1.0,225.0,0,0,0,1,0,0,1,0
Long Island City,89.0,1.0,12.0,7.2,1.0,288.0,0,0,0,1,0,0,1,0
Kingsbridge,90.0,3.0,5.0,1.38,1.0,321.0,1,0,0,0,0,1,0,0
Lower East Side,200.0,3.0,8.0,2.03,1.0,319.0,0,0,1,0,0,1,0,0
Ditmars Steinway,80.0,7.0,3.0,1.55,1.0,352.0,0,0,0,1,0,0,1,0
SoHo,150.0,3.0,13.0,3.86,1.0,9.0,0,0,1,0,0,1,0,0
Long Island City,200.0,1.0,1.0,0.28,1.0,0.0,0,0,0,1,0,0,1,0
Bedford-Stuyvesant,117.0,3.0,10.0,3.9,2.0,308.0,0,1,0,0,0,1,0,0
Greenpoint,117.0,2.0,3.0,1.29,1.0,15.0,0,1,0,0,0,1,0,0
Williamsburg,180.0,3.0,6.0,1.51,1.0,38.0,0,1,0,0,0,1,0,0
Nolita,150.0,14.0,3.0,2.57,1.0,36.0,0,0,1,0,0,0,1,0
Williamsburg,93.0,1.0,25.0,7.01,1.0,234.0,0,1,0,0,0,0,1,0
Upper West Side,75.0,1.0,19.0,5.28,2.0,58.0,0,0,1,0,0,0,1,0
Williamsburg,60.0,5.0,3.0,0.99,1.0,179.0,0,1,0,0,0,0,1,0
Williamsburg,70.0,5.0,1.0,0.37,3.0,4.0,0,1,0,0,0,0,1,0
Upper West Side,79.0,1.0,10.0,3.23,4.0,0.0,0,0,1,0,0,0,1,0
Sheepshead Bay,21.0,1.0,2.0,1.02,1.0,90.0,0,1,0,0,0,0,1,0
Morris Heights,35.0,1.0,25.0,7.08,1.0,241.0,1,0,0,0,0,0,1,0
Bedford-Stuyvesant,40.0,1.0,32.0,8.57,6.0,323.0,0,1,0,0,0,0,1,0
Roosevelt Island,80.0,6.0,1.0,0.77,2.0,312.0,0,0,1,0,0,0,1,0
Battery Park City,7500.0,1.0,0.0,0.0,1.0,364.0,0,0,1,0,0,1,0,0
Flushing,75.0,1.0,10.0,2.94,6.0,126.0,0,0,0,1,0,0,1,0
Midtown,225.0,6.0,1.0,0.48,1.0,0.0,0,0,1,0,0,1,0,0
Ridgewood,70.0,1.0,0.0,0.0,1.0,127.0,0,0,0,1,0,0,1,0
Williamsburg,168.0,3.0,7.0,3.44,2.0,190.0,0,1,0,0,0,1,0,0
East Elmhurst,55.0,2.0,16.0,4.36,1.0,158.0,0,0,0,1,0,0,1,0
Williamsburg,89.0,2.0,0.0,0.0,1.0,305.0,0,1,0,0,0,0,1,0
East Village,62.0,30.0,0.0,0.0,8.0,341.0,0,0,1,0,0,0,1,0
East Village,62.0,30.0,1.0,0.77,8.0,325.0,0,0,1,0,0,0,1,0
East Village,68.0,30.0,0.0,0.0,8.0,336.0,0,0,1,0,0,0,1,0
Williamsburg,200.0,1.0,8.0,3.0,1.0,0.0,0,1,0,0,0,1,0,0
East Village,62.0,30.0,1.0,0.71,8.0,310.0,0,0,1,0,0,0,1,0
East Village,62.0,30.0,0.0,0.0,8.0,310.0,0,0,1,0,0,0,1,0
Harlem,75.0,2.0,28.0,7.3,3.0,13.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,200.0,2.0,3.0,1.06,1.0,157.0,0,1,0,0,0,1,0,0
Upper West Side,250.0,3.0,3.0,1.11,1.0,2.0,0,0,1,0,0,1,0,0
Bushwick,80.0,10.0,0.0,0.0,1.0,180.0,0,1,0,0,0,0,1,0
Astoria,85.0,2.0,13.0,3.79,2.0,13.0,0,0,0,1,0,0,1,0
Financial District,195.0,30.0,13.0,4.59,1.0,174.0,0,0,1,0,0,1,0,0
Upper West Side,3613.0,1.0,1.0,1.0,12.0,158.0,0,0,1,0,0,1,0,0
Battery Park City,225.0,4.0,2.0,1.03,1.0,138.0,0,0,1,0,0,1,0,0
Hell's Kitchen,75.0,1.0,20.0,5.17,5.0,365.0,0,0,1,0,0,0,0,1
Williamsburg,90.0,2.0,1.0,0.63,2.0,9.0,0,1,0,0,0,0,1,0
Hell's Kitchen,75.0,1.0,8.0,2.16,5.0,361.0,0,0,1,0,0,0,0,1
Hell's Kitchen,75.0,1.0,6.0,1.7,5.0,361.0,0,0,1,0,0,0,0,1
Carroll Gardens,143.0,30.0,0.0,0.0,1.0,181.0,0,1,0,0,0,1,0,0
Hell's Kitchen,75.0,1.0,5.0,1.38,5.0,365.0,0,0,1,0,0,0,0,1
Hell's Kitchen,75.0,1.0,9.0,2.33,5.0,363.0,0,0,1,0,0,0,0,1
Bushwick,75.0,1.0,3.0,2.43,1.0,0.0,0,1,0,0,0,0,1,0
Theater District,299.0,1.0,22.0,5.69,1.0,303.0,0,0,1,0,0,0,1,0
Astoria,42.0,7.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
East Elmhurst,35.0,1.0,3.0,0.78,4.0,150.0,0,0,0,1,0,0,1,0
Crown Heights,82.0,2.0,2.0,1.02,2.0,156.0,0,1,0,0,0,0,1,0
Ridgewood,60.0,35.0,1.0,0.3,1.0,64.0,0,0,0,1,0,0,1,0
